Identificador, Temperatura, Presión, Altitud, Longitud(GPS), Latitud(GPS), Altitud(GPS), Acelerómetro X, acelerómetro Y, Acelerómetro Z, gyroscopio X, gyroscopio Y, gyroscopio Z, número de paquete
OMEGA,32.25,99115.34,185.62,0.00,0.00,0.00,-220,-5556,17328,-474,-2485,-1696,2003
OMEGA,32.25,99118.94,185.31,0.00,0.00,0.00,220,-4752,17680,-2173,-1338,354,2004
OMEGA,32.26,99117.27,185.45,0.00,0.00,0.00,-2064,-3632,15076,-1561,-1606,-3241,2005
OMEGA,32.25,99115.17,185.63,0.00,0.00,0.00,-1724,-4872,15500,-2971,-365,-58,2006
OMEGA,32.26,99117.47,185.43,0.00,0.00,0.00,-484,-5024,16532,-4798,-3447,-2654,2007
OMEGA,32.26,99118.37,185.36,0.00,0.00,0.00,-348,-2960,15684,1087,1547,-560,2008
OMEGA,32.27,99115.50,185.60,0.00,0.00,0.00,-1040,88,18072,3731,254,251,2009
OMEGA,32.26,99118.02,185.39,0.00,0.00,0.00,-660,-1132,18772,-1267,1172,3467,2010
OMEGA,32.27,99117.89,185.40,0.00,0.00,0.00,2056,364,16032,-592,2385,10989,2011
OMEGA,32.27,99118.75,185.33,0.00,0.00,0.00,-500,-2212,19332,-650,3229,1540,2012
OMEGA,32.26,99117.84,185.40,0.00,0.00,0.00,688,-4176,19644,2437,3605,-3105,2013
OMEGA,32.27,99119.77,185.24,0.00,0.00,0.00,2096,-2772,16940,-4615,-2101,6424,2014
OMEGA,32.26,99117.86,185.40,0.00,0.00,0.00,-1456,-2232,17628,2085,111,-6631,2015
OMEGA,32.26,99119.22,185.29,0.00,0.00,0.00,152,-2052,20620,-8482,1449,-1984,2016
OMEGA,32.27,99118.75,185.33,0.00,0.00,0.00,1896,-2160,15724,-1116,1391,7031,2017
OMEGA,32.27,99118.75,185.33,0.00,0.00,0.00,2192,-1132,16756,235,-2120,3565,2018
OMEGA,32.27,99117.89,185.40,0.00,0.00,0.00,1700,-2840,17032,3623,-1830,-1838,2019
OMEGA,32.27,99117.72,185.42,0.00,0.00,0.00,2324,-2684,17076,-1778,418,33,2020
OMEGA,32.27,99114.13,185.72,0.00,0.00,0.00,3612,-436,17340,-2163,-1913,627,2021
OMEGA,32.27,99118.23,185.37,0.00,0.00,0.00,1812,-1552,16368,-1314,1717,-1869,2022
OMEGA,32.27,99116.01,185.56,0.00,0.00,0.00,1856,-828,16596,225,1049,-756,2023
OMEGA,32.28,99115.82,185.57,0.00,0.00,0.00,1560,-1788,17572,-166,-588,217,2024
OMEGA,32.28,99117.67,185.42,0.00,0.00,0.00,624,-932,17220,-975,614,1037,2025
OMEGA,32.28,99115.78,185.58,0.00,0.00,0.00,2448,-1492,18388,2225,2114,-952,2026
OMEGA,32.27,99116.22,185.54,0.00,0.00,0.00,96,-2140,16944,-7,2119,138,2027
OMEGA,32.27,99114.98,185.65,0.00,0.00,0.00,-816,128,18868,1481,3059,1142,2028
OMEGA,32.27,99116.73,185.50,0.00,0.00,0.00,1484,-2468,17972,422,1187,-1163,2029
OMEGA,32.27,99117.80,185.41,0.00,0.00,0.00,200,-1316,17020,-1122,-1760,2206,2030
OMEGA,32.26,99114.59,185.68,0.00,0.00,0.00,16,-4136,18908,-2228,3129,-651,2031
OMEGA,32.27,99115.50,185.60,0.00,0.00,0.00,1084,-536,17224,-1182,-937,1355,2032
OMEGA,32.27,99114.04,185.73,0.00,0.00,0.00,1204,-2276,17336,-3800,-451,1662,2033
OMEGA,32.27,99118.66,185.33,0.00,0.00,0.00,1296,-1944,18540,988,574,1043,2034
OMEGA,32.27,99116.09,185.55,0.00,0.00,0.00,2636,-728,16480,1635,-1136,-104,2035
OMEGA,32.28,99118.18,185.38,0.00,0.00,0.00,2956,96,17632,-1436,-1467,2050,2036
OMEGA,32.27,99114.72,185.67,0.00,0.00,0.00,0,-2276,18152,630,3867,632,2037
OMEGA,32.28,99117.36,185.45,0.00,0.00,0.00,-792,-2080,17232,1956,1549,-1254,2038
OMEGA,32.28,99118.00,185.39,0.00,0.00,0.00,720,-4080,16604,-1897,-1678,3090,2039
OMEGA,32.28,99120.30,185.19,0.00,0.00,0.00,4572,-2700,18752,57,-1396,-3230,2040
OMEGA,32.28,99117.23,185.46,0.00,0.00,0.00,1880,-2072,18520,-799,2938,-2130,2041
OMEGA,32.29,99119.14,185.29,0.00,0.00,0.00,4880,-1484,17088,28,-4842,604,2042
OMEGA,32.28,99118.59,185.34,0.00,0.00,0.00,1020,-3596,17800,-852,1940,3113,2043
OMEGA,32.28,99117.92,185.40,0.00,0.00,0.00,960,-2944,17332,-4004,2329,-38,2044
OMEGA,32.28,99120.48,185.18,0.00,0.00,0.00,188,-3228,16628,-950,-2967,1616,2045
OMEGA,32.28,99114.66,185.67,0.00,0.00,0.00,1676,-2300,16936,-2751,-1939,-5279,2046
OMEGA,32.28,99115.86,185.57,0.00,0.00,0.00,1960,-2132,16668,-257,400,-564,2047
OMEGA,32.28,99117.23,185.46,0.00,0.00,0.00,1032,-3840,17996,-3250,-1416,2837,2048
OMEGA,32.29,99119.36,185.28,0.00,0.00,0.00,1040,-4560,16920,344,-19,-2803,2049
OMEGA,32.28,99119.28,185.28,0.00,0.00,0.00,-104,-3792,18016,889,4277,1083,2050
OMEGA,32.29,99118.33,185.36,0.00,0.00,0.00,2352,-5496,17224,775,368,-12570,2051
OMEGA,32.28,99119.28,185.28,0.00,0.00,0.00,-292,-4640,15392,2552,-1328,9421,2052
OMEGA,32.28,99119.41,185.27,0.00,0.00,0.00,2740,-3612,19024,1157,-5322,10225,2053
OMEGA,32.27,99119.17,185.29,0.00,0.00,0.00,2752,-4176,18532,-6366,-1833,12278,2054
OMEGA,32.27,99119.85,185.23,0.00,0.00,0.00,1696,-4996,19472,1535,-753,-2015,2055
OMEGA,32.27,99114.89,185.65,0.00,0.00,0.00,-1992,-3328,19016,-4045,2612,-9296,2056
OMEGA,32.27,99118.14,185.38,0.00,0.00,0.00,-2356,-2884,19476,2152,3902,-6906,2057
OMEGA,32.27,99117.80,185.41,0.00,0.00,0.00,84,-2736,19004,-3900,3662,-6323,2058
OMEGA,32.28,99118.22,185.37,0.00,0.00,0.00,-176,-4868,15972,-2525,-80,4061,2059
OMEGA,32.28,99118.59,185.33,0.00,0.00,0.00,-636,-4896,17212,645,-1890,2012,2060
OMEGA,32.28,99117.36,185.45,0.00,0.00,0.00,-2524,-4132,18476,-4553,-636,3877,2061
OMEGA,32.28,99113.91,185.74,0.00,0.00,0.00,616,-5548,17864,-10,-1514,9641,2062
OMEGA,32.27,99115.33,185.62,0.00,0.00,0.00,484,-5324,13324,5995,-975,521,2063
OMEGA,32.27,99118.23,185.37,0.00,0.00,0.00,772,-3588,15976,4530,4785,-6197,2064
OMEGA,32.26,99115.63,185.59,0.00,0.00,0.00,2436,-3608,17952,-3823,-4047,-3883,2065
OMEGA,32.27,99118.06,185.38,0.00,0.00,0.00,2576,-1732,16304,4206,-3371,-4659,2066
OMEGA,32.26,99118.20,185.37,0.00,0.00,0.00,4400,2260,15500,-745,95,6150,2067
OMEGA,32.26,99116.66,185.51,0.00,0.00,0.00,2112,392,17624,3952,-1119,1950,2068
OMEGA,32.25,99119.62,185.26,0.00,0.00,0.00,-1524,-2384,19908,4296,5365,3203,2069
OMEGA,32.26,99118.63,185.34,0.00,0.00,0.00,1136,280,18448,3275,-1844,-91,2070
OMEGA,32.26,99121.45,185.10,0.00,0.00,0.00,256,-5912,16648,-8400,-7100,10251,2071
OMEGA,32.26,99120.55,185.18,0.00,0.00,0.00,-1032,-3076,18632,-3895,119,-4812,2072
OMEGA,32.26,99120.08,185.22,0.00,0.00,0.00,2996,-2340,19884,-5295,-1494,-2060,2073
OMEGA,32.26,99118.03,185.39,0.00,0.00,0.00,868,-5356,17636,-2280,939,4247,2074
OMEGA,32.26,99112.85,185.83,0.00,0.00,0.00,2728,-4120,16760,-2767,-456,-386,2075
OMEGA,32.26,99117.50,185.43,0.00,0.00,0.00,2304,-3956,18140,-2603,679,-665,2076
OMEGA,32.26,99115.80,185.58,0.00,0.00,0.00,1524,-3100,18124,1691,3452,-1221,2077
OMEGA,32.26,99116.83,185.49,0.00,0.00,0.00,2152,-2676,17264,-2000,133,4855,2078
OMEGA,32.26,99116.99,185.48,0.00,0.00,0.00,3048,-4000,16868,507,1635,-1710,2079
OMEGA,32.26,99112.03,185.81,0.00,0.00,0.00,12,-4548,19068,1174,-2475,1164,2080
OMEGA,32.26,99114.27,185.71,0.00,0.00,0.00,3696,-2984,18468,-756,2017,6848,2081
OMEGA,32.26,99111.86,185.91,0.00,0.00,0.00,1948,-3620,17236,-2078,-2309,-6145,2082
OMEGA,32.26,99113.75,185.75,0.00,0.00,0.00,-172,-6032,20004,2691,5082,-2705,2083
OMEGA,32.26,99113.58,185.77,0.00,0.00,0.00,1048,-3284,18360,-6971,-1569,-5403,2084
OMEGA,32.27,99115.33,185.62,0.00,0.00,0.00,1008,-1364,17292,-4869,-5479,3348,2085
OMEGA,32.27,99113.11,185.80,0.00,0.00,0.00,2712,-2332,16984,795,951,1634,2086
OMEGA,32.26,99111.83,185.91,0.00,0.00,0.00,852,-2764,18968,348,1327,828,2087
OMEGA,32.26,99114.56,185.68,0.00,0.00,0.00,2512,-1808,17708,470,2393,-416,2088
OMEGA,32.26,99113.06,185.81,0.00,0.00,0.00,2524,-940,17244,-281,-1357,5975,2089
OMEGA,32.26,99117.47,185.43,0.00,0.00,0.00,268,-2160,19704,-1682,3741,1898,2090
OMEGA,32.26,99118.71,185.33,0.00,0.00,0.00,2996,-2084,17444,-2291,255,-5120,2091
OMEGA,32.27,99117.90,185.40,0.00,0.00,0.00,1772,-1924,17632,-1116,22,2340,2092
OMEGA,32.27,99121.32,185.11,0.00,0.00,0.00,128,-1736,17916,-709,1305,1243,2093
OMEGA,32.27,99119.44,185.27,0.00,0.00,0.00,600,-1544,16948,-193,3952,-4153,2094
OMEGA,32.27,99120.45,185.18,0.00,0.00,0.00,-96,-1368,17884,774,1815,-2706,2095
OMEGA,32.26,99119.90,185.23,0.00,0.00,0.00,-1088,-3340,17956,-638,-2839,-5257,2096
OMEGA,32.25,99116.88,185.48,0.00,0.00,0.00,-2408,-3352,17016,-2795,-939,-2175,2097
OMEGA,32.26,99117.44,185.44,0.00,0.00,0.00,1364,-3248,16368,-2768,-3051,3556,2098
OMEGA,32.25,99122.88,184.98,0.00,0.00,0.00,-752,-3444,18180,-1619,1075,4102,2099
OMEGA,32.26,99120.38,185.19,0.00,0.00,0.00,-1884,-2956,17788,-2364,-3613,2184,2100
OMEGA,32.26,99123.42,184.93,0.00,0.00,0.00,-2456,-6292,18420,1738,2768,423,2101
OMEGA,32.26,99121.95,185.06,0.00,0.00,0.00,2024,-3664,17096,-2803,-940,2999,2102
OMEGA,32.26,99121.28,185.11,0.00,0.00,0.00,-1972,-5724,14848,39,435,3111,2103
OMEGA,32.26,99118.63,185.34,0.00,0.00,0.00,-504,-1772,18312,2809,1323,-3525,2104
OMEGA,32.26,99123.63,184.91,0.00,0.00,0.00,1632,-3004,19224,-2146,1633,1451,2105
OMEGA,32.26,99119.14,185.29,0.00,0.00,0.00,-1220,-5932,17816,-3782,2221,477,2106
OMEGA,32.26,99116.75,185.50,0.00,0.00,0.00,-2464,-3572,17360,-1722,-4154,-4651,2107
OMEGA,32.26,99120.72,185.16,0.00,0.00,0.00,-1000,-5600,15008,-683,-1366,-7896,2108
OMEGA,32.26,99120.52,185.18,0.00,0.00,0.00,1112,-4808,18324,-9975,287,6307,2109
OMEGA,32.25,99119.80,185.24,0.00,0.00,0.00,856,-8500,16668,2657,746,3570,2110
OMEGA,32.26,99120.08,185.22,0.00,0.00,0.00,-580,-4840,16924,-583,1244,-871,2111
OMEGA,32.26,99121.61,185.09,0.00,0.00,0.00,-784,-5016,17176,3966,1926,-1799,2112
OMEGA,32.27,99121.83,185.07,0.00,0.00,0.00,-492,-3780,15000,601,1194,1707,2113
OMEGA,32.27,99117.38,185.44,0.00,0.00,0.00,-976,-7168,15788,-5393,-476,-481,2114
OMEGA,32.27,99118.62,185.34,0.00,0.00,0.00,-1484,-2944,17364,3524,4648,1065,2115
OMEGA,32.27,99119.00,185.31,0.00,0.00,0.00,-2684,-4596,20144,2705,2551,-919,2116
OMEGA,32.28,99124.85,184.81,0.00,0.00,0.00,1400,-744,19052,-4352,1078,-3727,2117
OMEGA,32.28,99117.33,185.45,0.00,0.00,0.00,-3816,-4564,14624,-4066,-858,3038,2118
OMEGA,32.28,99115.98,185.66,0.00,0.00,0.00,-4636,-2064,14632,2741,-2488,-4149,2119
OMEGA,32.28,99115.48,185.60,0.00,0.00,0.00,-6672,-6344,16168,-3640,2806,1765,2120
OMEGA,32.29,99118.47,185.35,0.00,0.00,0.00,-8664,-7552,13960,1867,-204,-2483,2121
OMEGA,32.29,99122.98,184.97,0.00,0.00,0.00,4932,-12548,15888,-7186,-2948,-8191,2122
OMEGA,32.28,99125.27,184.77,0.00,0.00,0.00,7964,-10852,14348,5858,1224,7073,2123
OMEGA,32.28,99124.06,184.88,0.00,0.00,0.00,7956,-12492,12424,-4749,-730,-4854,2124
OMEGA,32.27,99122.77,184.99,0.00,0.00,0.00,9244,-11552,9296,4372,-6401,3409,2125
OMEGA,32.27,99120.67,185.17,0.00,0.00,0.00,4620,-13600,17164,953,-6003,10282,2126
OMEGA,32.28,99114.97,185.65,0.00,0.00,0.00,-7828,-5604,10052,-477,5293,-13,2127
OMEGA,32.28,99119.45,185.27,0.00,0.00,0.00,-9072,-3684,8588,162,-4143,-3307,2128
OMEGA,32.29,99117.78,185.13,0.00,0.00,0.00,1344,-4220,17368,4178,3515,-5164,2129
OMEGA,32.29,99118.16,185.38,0.00,0.00,0.00,-7904,-3976,16076,4668,14228,7501,2130
OMEGA,32.28,99112.95,185.82,0.00,0.00,0.00,-7764,-2980,14292,-4696,204,764,2131
OMEGA,32.29,99115.94,185.57,0.00,0.00,0.00,-9056,216,15776,3135,2456,-6965,2132
OMEGA,32.29,99119.91,185.23,0.00,0.00,0.00,-8700,312,14968,-4743,-1962,965,2133
OMEGA,32.29,99120.41,185.19,0.00,0.00,0.00,-8964,5140,13484,1507,2831,3007,2134
OMEGA,32.29,99125.22,184.78,0.00,0.00,0.00,-3092,-836,19568,-5062,-9634,-9065,2135
OMEGA,32.29,99123.84,184.90,0.00,0.00,0.00,9872,-11780,19244,-21213,-2938,-3049,2136
OMEGA,32.28,99122.28,185.03,0.00,0.00,0.00,7468,-7556,15252,22149,2742,6588,2137
OMEGA,32.27,99122.77,184.99,0.00,0.00,0.00,3900,-2668,28256,-5949,-2890,-1440,2138
OMEGA,32.27,99119.85,185.23,0.00,0.00,0.00,5912,1396,14644,-211,-2371,684,2139
OMEGA,32.27,99123.10,184.96,0.00,0.00,0.00,11912,-17180,12664,-25781,1268,-7704,2140
OMEGA,32.25,99124.92,184.80,0.00,0.00,0.00,8792,-15448,7592,9339,-3255,2382,2141
OMEGA,32.26,99121.03,185.13,0.00,0.00,0.00,-608,-3848,9504,8084,414,-2162,2142
OMEGA,32.26,99121.71,185.08,0.00,0.00,0.00,-2928,-5636,17824,-3514,1305,-74,2143
OMEGA,32.26,99121.45,185.10,0.00,0.00,0.00,-2044,-7064,16704,-1627,-1249,-115,2144
OMEGA,32.27,99119.60,185.26,0.00,0.00,0.00,-1616,-6988,16260,-573,-233,-604,2145
OMEGA,32.27,99120.88,185.15,0.00,0.00,0.00,-780,-8588,15868,-786,910,-646,2146
OMEGA,32.28,99121.77,185.07,0.00,0.00,0.00,-528,-9816,14820,-2571,4790,-1320,2147
OMEGA,32.28,99119.62,185.26,0.00,0.00,0.00,-1296,-9864,15184,-317,-280,-231,2148
OMEGA,32.29,99120.69,185.16,0.00,0.00,0.00,-1876,-10312,13432,-2074,-802,3086,2149
OMEGA,32.28,99125.78,184.73,0.00,0.00,0.00,9032,-13464,13020,-2342,-4117,-7836,2150
OMEGA,32.28,99126.13,184.70,0.00,0.00,0.00,12376,-8648,7980,-8866,-1146,-5168,2151
OMEGA,32.27,99121.66,185.08,0.00,0.00,0.00,9980,-12824,8172,391,-7609,5530,2152
OMEGA,32.28,99125.36,184.77,0.00,0.00,0.00,12476,-11204,8392,-2365,-5159,4489,2153
OMEGA,32.27,99122.73,184.99,0.00,0.00,0.00,10728,-10312,10228,-86,9180,-249,2154
OMEGA,32.27,99122.73,184.99,0.00,0.00,0.00,8232,-11136,6912,-1213,-11360,4295,2155
OMEGA,32.27,99119.98,185.22,0.00,0.00,0.00,8960,-16604,8044,6450,-11363,1970,2156
OMEGA,32.27,99120.97,185.14,0.00,0.00,0.00,7556,-15700,12608,-23519,9208,-14155,2157
OMEGA,32.27,99120.63,185.17,0.00,0.00,0.00,9832,-16556,5836,13302,4542,7785,2158
OMEGA,32.27,99121.31,185.11,0.00,0.00,0.00,8836,-13680,10748,-3978,1799,-155,2159
OMEGA,32.27,99120.63,185.17,0.00,0.00,0.00,8492,-13444,6316,153,1333,-1118,2160
OMEGA,32.27,99126.69,184.66,0.00,0.00,0.00,8168,-14916,7744,-11159,6131,-4676,2161
OMEGA,32.26,99125.55,184.72,0.00,0.00,0.00,7980,-14980,8792,-7540,12863,-160,2162
OMEGA,32.27,99129.05,184.45,0.00,0.00,0.00,5548,-12996,5356,-3288,-4866,1277,2163
OMEGA,32.27,99123.53,184.92,0.00,0.00,0.00,3096,-16348,2988,-7444,19433,-8664,2164
OMEGA,32.27,99122.52,185.01,0.00,0.00,0.00,6748,-16752,7124,2157,-19585,-2435,2165
OMEGA,32.27,99120.81,185.15,0.00,0.00,0.00,6292,-17952,4916,-1375,11739,-1304,2166
OMEGA,32.27,99120.47,185.18,0.00,0.00,0.00,332,-18512,4396,-9309,20789,-7914,2167
OMEGA,32.25,99124.59,184.83,0.00,0.00,0.00,6548,-15784,10312,7647,3674,-7413,2168
OMEGA,32.26,99113.88,185.74,0.00,0.00,0.00,2360,1092,3092,1259,4419,17455,2169
OMEGA,32.26,99117.44,185.44,0.00,0.00,0.00,4284,5044,15700,10689,-17895,-1949,2170
OMEGA,32.26,99115.63,185.59,0.00,0.00,0.00,5664,2168,15640,-11729,5434,-6112,2171
OMEGA,32.27,99117.25,185.46,0.00,0.00,0.00,9432,5292,15084,1827,2453,-10113,2172
OMEGA,32.27,99116.09,185.55,0.00,0.00,0.00,8128,-2828,22636,-3486,3425,-9073,2173
OMEGA,32.28,99116.64,185.51,0.00,0.00,0.00,6268,3664,11164,4012,5051,-13625,2174
OMEGA,32.26,99124.63,184.83,0.00,0.00,0.00,9804,-18892,16488,-11292,-25997,-5000,2175
OMEGA,32.25,99122.35,185.02,0.00,0.00,0.00,10272,-12844,6316,11097,-5862,3452,2176
OMEGA,32.25,99121.67,185.08,0.00,0.00,0.00,8136,-14304,10868,-10630,-7361,-1813,2177
OMEGA,32.26,99127.91,184.55,0.00,0.00,0.00,7184,-13664,5104,5746,1965,-792,2178
OMEGA,32.26,99121.75,185.07,0.00,0.00,0.00,10016,-11204,9428,-11842,-1740,2338,2179
OMEGA,32.27,99122.68,184.99,0.00,0.00,0.00,3128,-17400,2472,8493,-12372,5840,2180
OMEGA,32.27,99119.09,185.30,0.00,0.00,0.00,-420,-20140,14644,24143,17559,6853,2181
OMEGA,32.27,99112.94,185.82,0.00,0.00,0.00,4728,9704,11316,-3703,-14156,3984,2182
OMEGA,32.27,99113.63,185.76,0.00,0.00,0.00,3456,9880,12284,1519,-290,-2436,2183
OMEGA,32.27,99111.56,185.94,0.00,0.00,0.00,13924,8396,8240,4798,1989,-9656,2184
OMEGA,32.26,99117.00,185.48,0.00,0.00,0.00,4088,-10512,15212,-15667,-15773,-22487,2185
OMEGA,32.25,99119.78,185.24,0.00,0.00,0.00,3556,-11832,10092,-6182,12675,2147,2186
OMEGA,32.25,99120.98,185.14,0.00,0.00,0.00,5996,-11680,9288,20609,-21801,2813,2187
OMEGA,32.27,99123.20,184.95,0.00,0.00,0.00,5356,-16552,7816,-1053,18955,2,2188
OMEGA,32.26,99123.33,184.94,0.00,0.00,0.00,4064,-7620,11656,18021,-13386,8122,2189
OMEGA,32.26,99122.30,185.03,0.00,0.00,0.00,7596,-13376,9632,-2223,3332,2781,2190
OMEGA,32.26,99123.42,184.86,0.00,0.00,0.00,5704,-13016,10848,-1306,4153,-38,2191
OMEGA,32.26,99122.60,185.00,0.00,0.00,0.00,5936,-13288,9024,-1811,1445,-305,2192
OMEGA,32.27,99123.55,184.92,0.00,0.00,0.00,6540,-13040,9700,377,-5878,2993,2193
OMEGA,32.28,99126.22,184.69,0.00,0.00,0.00,7532,-13292,7020,-1308,2076,-342,2194
OMEGA,32.28,99126.30,184.69,0.00,0.00,0.00,4740,-13612,11512,861,816,53,2195
OMEGA,32.28,99120.64,185.17,0.00,0.00,0.00,-4364,-15440,14748,8625,-6098,2391,2196
OMEGA,32.29,99118.13,185.38,0.00,0.00,0.00,-4148,-4876,13264,1981,-1289,3524,2197
OMEGA,32.28,99114.28,185.71,0.00,0.00,0.00,676,-2228,15612,-2851,-5516,4608,2198
OMEGA,32.29,99116.41,185.52,0.00,0.00,0.00,-5540,-2448,14824,1680,5117,-5183,2199
OMEGA,32.29,99115.11,185.64,0.00,0.00,0.00,-424,-1544,18756,-3798,-7976,480,2200
OMEGA,32.29,99116.66,185.51,0.00,0.00,0.00,6128,-3304,18468,358,-3170,-1489,2201
OMEGA,32.29,99116.31,185.53,0.00,0.00,0.00,7420,416,15724,-2406,1234,-5784,2202
OMEGA,32.29,99115.30,185.62,0.00,0.00,0.00,4204,3064,18032,1471,4351,-10817,2203
OMEGA,32.29,99114.09,185.72,0.00,0.00,0.00,3388,1756,16796,-252,-3379,-884,2204
OMEGA,32.29,99112.55,185.85,0.00,0.00,0.00,6376,7792,15472,-1128,4198,-382,2205
OMEGA,32.30,99113.45,185.78,0.00,0.00,0.00,1968,8880,14900,626,1563,1335,2206
OMEGA,32.29,99111.70,185.92,0.00,0.00,0.00,308,6816,15280,-2215,511,-2164,2207
OMEGA,32.30,99111.05,185.95,0.00,0.00,0.00,-124,6520,16588,-505,128,-201,2208
OMEGA,32.30,99112.26,185.88,0.00,0.00,0.00,176,6788,16464,-54,658,-1096,2209
OMEGA,32.30,99109.55,186.11,0.00,0.00,0.00,-8256,-2048,12356,-1954,1787,9901,2210
OMEGA,32.31,99110.31,186.04,0.00,0.00,0.00,-3732,4700,16148,-3208,540,-91,2211
OMEGA,32.30,99113.53,185.77,0.00,0.00,0.00,-5404,3736,16924,-363,35,279,2212
OMEGA,32.29,99110.33,186.04,0.00,0.00,0.00,-1668,7276,10144,4586,-11421,-11656,2213
OMEGA,32.30,99114.31,185.70,0.00,0.00,0.00,2208,10936,9976,-3315,-3875,4436,2214
OMEGA,32.30,99114.34,185.70,0.00,0.00,0.00,932,7460,14432,-421,9542,25531,2215
OMEGA,32.29,99114.44,185.69,0.00,0.00,0.00,3976,3104,17080,-1355,-1072,-1288,2216
OMEGA,32.29,99114.95,185.65,0.00,0.00,0.00,5060,4048,16960,-1380,403,-247,2217
OMEGA,32.30,99116.19,185.55,0.00,0.00,0.00,4472,2800,16980,-331,704,-557,2218
OMEGA,32.30,99116.19,185.55,0.00,0.00,0.00,4364,5760,14660,-1487,-2149,-3139,2219
OMEGA,32.29,99119.73,185.24,0.00,0.00,0.00,5368,9704,12080,-6013,-10673,-3653,2220
OMEGA,32.29,99118.81,185.32,0.00,0.00,0.00,5828,12144,15692,-4864,4182,7990,2221
OMEGA,32.28,99114.83,185.66,0.00,0.00,0.00,-1200,7204,14572,4673,57,-3450,2222
OMEGA,32.29,99113.33,185.79,0.00,0.00,0.00,-668,2808,14508,-3690,3512,426,2223
OMEGA,32.28,99119.45,185.27,0.00,0.00,0.00,-4888,7696,15660,-2137,2832,9424,2224
OMEGA,32.28,99116.50,185.52,0.00,0.00,0.00,-1512,7404,16548,-174,-1202,-377,2225
OMEGA,32.28,99117.39,185.44,0.00,0.00,0.00,1016,9076,14304,-2184,-9701,-17496,2226
OMEGA,32.28,99116.81,185.49,0.00,0.00,0.00,20804,244,20656,-8922,775,32767,2227
OMEGA,32.27,99112.77,185.83,0.00,0.00,0.00,9328,-2228,16992,-5480,1374,-2688,2228
OMEGA,32.27,99114.98,185.65,0.00,0.00,0.00,4588,-2864,16020,6637,1956,2413,2229
OMEGA,32.28,99112.19,185.88,0.00,0.00,0.00,5204,-1068,19240,-2865,1697,2908,2230
OMEGA,32.28,99113.73,185.75,0.00,0.00,0.00,2144,3372,3912,8826,-13932,-33,2231
OMEGA,32.27,99115.71,185.59,0.00,0.00,0.00,7192,-13696,5240,-1698,-12083,-12646,2232
OMEGA,32.27,99111.91,185.91,0.00,0.00,0.00,3568,-8988,13396,-2707,-3292,-3416,2233
OMEGA,32.27,99117.63,185.42,0.00,0.00,0.00,6352,-8588,14664,2604,9682,3641,2234
OMEGA,32.27,99114.52,185.69,0.00,0.00,0.00,5496,-9236,12016,-4206,-2382,-6403,2235
OMEGA,32.28,99117.22,185.46,0.00,0.00,0.00,6448,-14056,8680,-1008,167,687,2236
OMEGA,32.28,99120.98,185.14,0.00,0.00,0.00,7344,-9704,8056,-1154,2895,699,2237
OMEGA,32.28,99120.78,185.15,0.00,0.00,0.00,5936,-12612,10144,-1190,909,1446,2238
OMEGA,32.28,99123.73,184.90,0.00,0.00,0.00,992,-4672,17012,10283,-10819,1155,2239
OMEGA,32.28,99122.87,184.98,0.00,0.00,0.00,-3368,3704,25184,-10637,3555,-12286,2240
OMEGA,32.28,99122.52,185.01,0.00,0.00,0.00,1560,672,18840,-2679,5697,487,2241
OMEGA,32.29,99122.57,185.00,0.00,0.00,0.00,256,856,18016,566,37,1362,2242
OMEGA,32.29,99119.83,185.24,0.00,0.00,0.00,740,-424,17444,-3024,-517,-634,2243
OMEGA,32.29,99118.84,185.32,0.00,0.00,0.00,2352,-2092,18184,-391,1170,405,2244
OMEGA,32.29,99119.14,185.29,0.00,0.00,0.00,1808,-760,17704,-1415,718,681,2245
OMEGA,32.29,99117.34,185.45,0.00,0.00,0.00,1596,-1752,16436,1605,730,1943,2246
OMEGA,32.30,99117.08,185.47,0.00,0.00,0.00,4220,160,12932,-3805,-1035,9560,2247
OMEGA,32.30,99117.77,185.41,0.00,0.00,0.00,-13208,4004,15228,-14820,1784,-32768,2248
OMEGA,32.30,99116.09,185.55,0.00,0.00,0.00,-2296,-14484,10468,4189,-2694,22093,2249
OMEGA,32.30,99117.29,185.45,0.00,0.00,0.00,-4988,-6220,15132,-1932,2944,-3877,2250
OMEGA,32.31,99115.61,185.59,0.00,0.00,0.00,-9492,9528,4908,14560,11365,7402,2251
OMEGA,32.30,99114.55,185.68,0.00,0.00,0.00,-6464,13612,10508,9655,12690,6251,2252
OMEGA,32.30,99115.88,185.57,0.00,0.00,0.00,-3452,12768,6860,577,4059,-158,2253
OMEGA,32.30,99117.97,185.39,0.00,0.00,0.00,-2952,9036,14492,-286,28,-93,2254
OMEGA,32.31,99116.34,185.53,0.00,0.00,0.00,-7552,11328,18252,12656,-14777,1605,2255
OMEGA,32.32,99115.22,185.63,0.00,0.00,0.00,9568,-2052,14884,979,-1100,5553,2256
OMEGA,32.30,99116.09,185.55,0.00,0.00,0.00,14412,-4944,17092,9752,9485,4472,2257
OMEGA,32.30,99117.25,185.46,0.00,0.00,0.00,8392,-4280,14156,-9341,3748,-8503,2258
OMEGA,32.31,99118.35,185.36,0.00,0.00,0.00,6076,-11488,12492,-4041,-7991,-5215,2259
OMEGA,32.31,99115.44,185.61,0.00,0.00,0.00,5940,-10628,14304,-2039,-1468,1028,2260
OMEGA,32.31,99117.20,185.46,0.00,0.00,0.00,5892,-10280,12828,-1564,248,-348,2261
